og_title,title,lang,url,publishedDate,dateObject
"Kasus Prostitusi Seungri, Begini Dampaknya Keseringan Nonton Video Porno","Seungri Prostitution Case, Here&#39;s the Impact of Frequency Watching Porn Videos",id,https://health.detik.com/berita-detikhealth/d-4467178/kasus-prostitusi-seungri-begini-dampaknya-keseringan-nonton-video-porno,14 Mar 2019,2019-03-14 12:59:00
"Belajar dari Kasus Amber Heard-Depp, KDRT pun Bisa Dialami Pria","Learning from the Amber Heard-Depp Case, Men can experience Domestic Violence",id,https://www.haibunda.com/mom-life/d-4467095/belajar-dari-kasus-amber-heard-depp-kdrt-pun-bisa-dialami-pria,14 Mar 2019,2019-03-14 12:31:00
"MUI: Tengku Zul Timses Paslon, Pernyataannya Tak Terkait Kami","MUI: Tengku Zul Timses Paslon, His Statement Is Not Regarding Us",id,https://news.detik.com/berita/d-4467074/mui-tengku-zul-timses-paslon-pernyataannya-tak-terkait-kami,14 Mar 2019,2019-03-14 12:17:00
Pengantin ISIS Asal Australia Ingin Pulang ke Negaranya,The ISIS bride from Australia wants to go home,id,https://news.detik.com/abc-australia/d-4466815/pengantin-isis-asal-australia-ingin-pulang-ke-negaranya,14 Mar 2019,2019-03-14 09:57:00
MUI akan Tabayun ke Tengku Zul untuk Tegakkan Disiplin Organisasi,MUI will Tabayun to Tengku Zul to Enforce Organizational Discipline,id,https://news.detik.com/berita/d-4466677/mui-akan-tabayun-ke-tengku-zul-untuk-tegakkan-disiplin-organisasi,14 Mar 2019,2019-03-14 08:34:00
"Caleg PKS Dilaporkan Cabuli Anak Kandung, PSI: Pantas Tolak RUU P-KS","PKS Legislative Candidates Reported by Cabuli Kandung Children, PSI: Deserves Reject the P-KS Bill",id,https://news.detik.com/berita/d-4466666/caleg-pks-dilaporkan-cabuli-anak-kandung-psi-pantas-tolak-ruu-p-ks,14 Mar 2019,2019-03-14 08:17:00
Tragedi Bapak Perkosa Putri Kandung Hingga Melahirkan Anak Kembar,The Tragedy of the Father of Raping the Kandung Princess to the Birth of Twins,id,https://news.detik.com/berita-jawa-timur/d-4466641/tragedi-bapak-perkosa-putri-kandung-hingga-melahirkan-anak-kembar,14 Mar 2019,2019-03-14 07:51:00
"Penembakan di Sekolah Brasil, 6 Pelajar dan 2 Karyawan Tewas","Shooting at Brazilian Schools, 6 Students and 2 Employees Killed",id,https://news.detik.com/internasional/d-4466510/penembakan-di-sekolah-brasil-6-pelajar-dan-2-karyawan-tewas,14 Mar 2019,2019-03-14 00:18:00
Punya Nafsu Seks Berlebih? Ini Tips Mengontrol Libido,Have Excessive Sex Lust? These Tips for Controlling Libido,id,https://health.detik.com/sexual-health/d-4466489/punya-nafsu-seks-berlebih-ini-tips-mengontrol-libido,13 Mar 2019,2019-03-13 23:04:00
MUI Gerah karena Tengku Zul Bertingkah,MUI is upset because Tengku Zul acts,id,https://news.detik.com/berita/d-4466410/mui-gerah-karena-tengku-zul-bertingkah,13 Mar 2019,2019-03-13 22:00:00
"Rektor UHO Surati Polisi, Penahanan Mahasiswa yang Rusak Fasilitas Ditangguhkan","UHO Chancellor Survives Police, Detention of Students Damaged by Facilities Suspended",id,https://news.detik.com/berita/d-4466378/rektor-uho-surati-polisi-penahanan-mahasiswa-yang-rusak-fasilitas-ditangguhkan,13 Mar 2019,2019-03-13 21:35:00
"Amien Rais Tuding Kubu Jokowi Bagi-bagi Sembako, TKN: Data dari Mana?","Amien Rais blames Jokowi&#39;s camp for distributing basic necessities, TKN: Where is the data?",id,https://news.detik.com/berita/d-4466266/amien-rais-tuding-kubu-jokowi-bagi-bagi-sembako-tkn-data-dari-mana,13 Mar 2019,2019-03-13 20:03:00
Beredar Bukti Amber Heard Lakukan Kekerasan pada Johnny Depp,Circulating Evidence Amber Heard Perform Violence on Johnny Depp,id,https://hot.detik.com/detiktv/d-4466090/beredar-bukti-amber-heard-lakukan-kekerasan-pada-johnny-depp,13 Mar 2019,2019-03-13 18:09:00
Bapak di Mojokerto Tega Perkosa Anak Hingga Hamil dan Melahirkan,Father in Mojokerto Can Rap Children to Pregnancy and Childbirth,id,https://news.detik.com/berita-jawa-timur/d-4465824/bapak-di-mojokerto-tega-perkosa-anak-hingga-hamil-dan-melahirkan,13 Mar 2019,2019-03-13 16:05:00
Uang Amplop yang Dicuri Ibu-Anak di Kondangan di Patra Jasa Rp 3 Juta,The Envelope Money Stolen by Mother-Child in the Place at Patra Jasa Rp. 3 Million,id,https://news.detik.com/berita/d-4465823/uang-amplop-yang-dicuri-ibu-anak-di-kondangan-di-patra-jasa-rp-3-juta,13 Mar 2019,2019-03-13 16:04:00
"Waketum MUI: Tengku Zul Ceroboh, Tokoh Agama Seharusnya Hati-hati","MUI General Conference: Tengku Zul Ceroboh, Religious Leaders Should Be Careful",id,https://news.detik.com/berita/d-4465732/waketum-mui-tengku-zul-ceroboh-tokoh-agama-seharusnya-hati-hati,13 Mar 2019,2019-03-13 15:21:00
"Berlari Membawa Pisau, Pria Palestina Ditembak Mati Tentara Israel","Ran to Carry a Knife, Palestinian Man Shot Dead by Israeli Soldiers",id,https://news.detik.com/internasional/d-4465662/berlari-membawa-pisau-pria-palestina-ditembak-mati-tentara-israel,13 Mar 2019,2019-03-13 14:32:00
"Curhat Gading Marten, Belum Siap Gempi Punya Ayah Baru?","Curhat Gading Marten, Not Ready for Gempi Have a New Father?",id,https://www.haibunda.com/mom-life/d-4465608/curhat-gading-marten-belum-siap-gempi-punya-ayah-baru,13 Mar 2019,2019-03-13 14:00:00
Nenek di Rembang Gantung Diri di Rumahnya,Grandma in Rembang Hanging herself in her house,id,https://news.detik.com/berita-jawa-tengah/d-4465594/nenek-di-rembang-gantung-diri-di-rumahnya,13 Mar 2019,2019-03-13 13:57:00
Menghargai Pluralitas Kebenaran,Appreciating the Plurality of Truth,id,https://news.detik.com/kolom/d-4465363/menghargai-pluralitas-kebenaran,13 Mar 2019,2019-03-13 11:58:00
Warga Palestina di Masjid Al-Aqsa Diserang Tentara Zionis,Palestinian residents at the Al-Aqsa Mosque Attacked by the Zionist Army,id,https://news.detik.com/detiktv/d-4465324/warga-palestina-di-masjid-al-aqsa-diserang-tentara-zionis,13 Mar 2019,2019-03-13 11:45:00
"Akun YouTube Dihapus Istri, Pria Ini Ngamuk di Kantor Google","YouTube Account Removed Wife, This Man Rages at the Google Office",id,https://inet.detik.com/cyberlife/d-4465333/akun-youtube-dihapus-istri-pria-ini-ngamuk-di-kantor-google,13 Mar 2019,2019-03-13 11:39:00
"Tersangka Kasus Prostitusi, Seungri Resmi Didepak YG Entertainment","Suspected Prostitution Case, Official Seungri Dismissed YG Entertainment",id,https://hot.detik.com/kpop/d-4465312/tersangka-kasus-prostitusi-seungri-resmi-didepak-yg-entertainment,13 Mar 2019,2019-03-13 11:18:00
"Siti Aisyah Bebas, Anggota DPR Ingatkan 165 WNI Terancam Hukuman Mati","Siti Aisyah is Free, Members of Parliament Remind 165 Indonesian Citizens Threatened by Death Penalty",id,https://news.detik.com/berita/d-4465241/siti-aisyah-bebas-anggota-dpr-ingatkan-165-wni-terancam-hukuman-mati,13 Mar 2019,2019-03-13 10:37:00
"Tengku Zul Minta Maaf soal RUU PKS, BPN: Harus Berhati-hati","Tengku Zul Apologizes about the PKS Bill, BPN: Must Be Careful",id,https://news.detik.com/berita/d-4464117/tengku-zul-minta-maaf-soal-ruu-pks-bpn-harus-berhati-hati,12 Mar 2019,2019-03-12 16:08:00
"Tengku Zul Minta Maaf Soal RUU PKS, Ustaz di Banyuwangi Masih Bungkam","Tengku Zul Please Sorry About PKS Bill, Ustaz in Banyuwangi Still Mute",id,https://news.detik.com/berita-jawa-timur/d-4464104/tengku-zul-minta-maaf-soal-ruu-pks-ustaz-di-banyuwangi-masih-bungkam,12 Mar 2019,2019-03-12 16:01:00
Relasi Jujur Lintas Iman,Cross Faith Honest Relationships,id,https://news.detik.com/kolom/d-4464002/relasi-jujur-lintas-iman,12 Mar 2019,2019-03-12 15:10:00
Meraba-raba 'Game of Thrones' Musim ke-8 Lewat Trailer Perdana,Groping for the 8th &#39;Game of Thrones&#39; Season Through Prime Trailer,id,https://hot.detik.com/tv-news/d-4463944/meraba-raba-game-of-thrones-musim-ke-8-lewat-trailer-perdana,12 Mar 2019,2019-03-12 14:31:00
"Seungri Tersangka, Klub Miliknya Terungkap Ngemplang Pajak Rp 189 M","Seungri Suspect, His Club Revealed by Ngemplang Pajak Rp. 189 M",id,https://finance.detik.com/berita-ekonomi-bisnis/d-4463861/seungri-tersangka-klub-miliknya-terungkap-ngemplang-pajak-rp-189-m,12 Mar 2019,2019-03-12 14:11:00
"Tengku Zul Minta Maaf soal RUU PKS, Bagaimana dengan Ustaz di Banyuwangi?","Tengku Zul Please Sorry about PKS Bill, What about Ustaz in Banyuwangi?",id,https://news.detik.com/berita/d-4463845/tengku-zul-minta-maaf-soal-ruu-pks-bagaimana-dengan-ustaz-di-banyuwangi,12 Mar 2019,2019-03-12 14:02:00
"Agum Gumelar Ungkap Sidang Prabowo, TKN: Bagian Tanggung Jawab","Agum Gumelar Reveals Prabowo&#39;s Session, TKN: Part of Responsibility",id,https://news.detik.com/berita/d-4463815/agum-gumelar-ungkap-sidang-prabowo-tkn-bagian-tanggung-jawab,12 Mar 2019,2019-03-12 13:43:00
Ustaz di Banyuwangi Fitnah Pemerintah Legalkan Zina Terinspirasi Tengku Zul,Ustaz in Banyuwangi Government Defamation Legends Adultery Inspired Tengku Zul,id,https://news.detik.com/berita/d-4463712/ustaz-di-banyuwangi-fitnah-pemerintah-legalkan-zina-terinspirasi-tengku-zul,12 Mar 2019,2019-03-12 12:40:00
"Ustaz di Banyuwangi Kampanye Hitam, TKD Jokowi: Semburan Fitnah Makin Gila!","Ustaz in Banyuwangi Black Campaign, TKD Jokowi: Bursts of Defamation Are Getting Crazy!",id,https://news.detik.com/berita-jawa-timur/d-4463690/ustaz-di-banyuwangi-kampanye-hitam-tkd-jokowi-semburan-fitnah-makin-gila,12 Mar 2019,2019-03-12 12:23:00
Video Ceramah 'Pelegalan Zina' yang Diaku Ustaz Tengku Zul Salah,Video Ceramah &#39;Pelegalan Zina&#39; yang Diaku Ustaz Tengku Zul Salah,id,https://news.detik.com/detiktv/d-4463509/video-ceramah-pelegalan-zina-yang-diaku-ustaz-tengku-zul-salah,12 Mar 2019,2019-03-12 11:38:00
"Soal RUU PKS, TKN Desak Ustaz Tengku Zul Juga Minta Maaf ke Jokowi","About PKS Bill, TKN Desak Ustaz Tengku Zul Also Asked For Jokowi",id,https://news.detik.com/berita/d-4463534/soal-ruu-pks-tkn-desak-ustaz-tengku-zul-juga-minta-maaf-ke-jokowi,12 Mar 2019,2019-03-12 11:32:00
Bangladesh Akan Pindahkan Pengungsi Rohingya ke Pulau Terpencil,Bangladesh Will Move Rohingya Refugees to Remote Islands,id,https://news.detik.com/abc-australia/d-4463328/bangladesh-akan-pindahkan-pengungsi-rohingya-ke-pulau-terpencil,12 Mar 2019,2019-03-12 09:52:00
Ustaz Tengku Zul Minta Maaf dan Cabut Pernyataan 'Pemerintah Legalkan Zina',Ustaz Tengku Zul Apologizes and Revokes the Statement of &#39;Legal Adultery&#39;,id,https://news.detik.com/berita/d-4463354/ustaz-tengku-zul-minta-maaf-dan-cabut-pernyataan-pemerintah-legalkan-zina,12 Mar 2019,2019-03-12 09:35:00
"700 Hari Teror Air Keras, Novel Baswedan Kritik Tim Gabungan Polri","700 Days of Hard Water Terror, Novel Baswedan Kritik Polri Joint Team",id,https://news.detik.com/berita/d-4463397/700-hari-teror-air-keras-novel-baswedan-kritik-tim-gabungan-polri,12 Mar 2019,2019-03-12 09:01:00
"Buntut Aksi Mahasiswa di Kendari, Gubernur Sultra Copot Kasatpol PP","The Aftermath of Student Action in Kendari, the Governor of Southeast Sulawesi Take Off the Head of Police Headquarters",id,https://news.detik.com/berita/d-4463093/buntut-aksi-mahasiswa-di-kendari-gubernur-sultra-copot-kasatpol-pp,12 Mar 2019,2019-03-12 01:39:00
"Aksi Ricuh Mahasiswa di Kendari hingga Malam, Massa Rusak Fasilitas","The Action of Ruling Students in Kendari to Night, Mass Damaged Facilities",id,https://news.detik.com/berita/d-4463081/aksi-ricuh-mahasiswa-di-kendari-hingga-malam-massa-rusak-fasilitas,11 Mar 2019,2019-03-11 23:40:00
Wali Kota Semarang: Jangan Sampai di Sekolah Ada Bullying,Mayor of Semarang: Don&#39;t Get to the School There is Bullying,id,https://news.detik.com/berita/d-4462795/wali-kota-semarang-jangan-sampai-di-sekolah-ada-bullying,11 Mar 2019,2019-03-11 19:22:00
"Sempat Kabur ke Lampung, 6 Begal Sadis di Jaksel Ditangkap","Had fled to Lampung, 6 Sadistic Begal in South Jakarta Arrested",id,https://news.detik.com/berita/d-4462419/sempat-kabur-ke-lampung-6-begal-sadis-di-jaksel-ditangkap,11 Mar 2019,2019-03-11 16:20:00
Kilas Balik Perjalanan Cinta 'Syahreino' yang Menarik Bunda Ketahui,Flashback of &#39;Syahreino&#39;s&#39; Love Journey that Attracts Mother Know,id,https://www.haibunda.com/mom-life/d-4461681/kilas-balik-perjalanan-cinta-syahreino-yang-menarik-bunda-ketahui,11 Mar 2019,2019-03-11 10:06:00
"Dekat dengan Luna Maya, Faisal Nasimuddin Pernah Dituding KDRT Mantan Istri","Close to Luna Maya, Faisal Nasimuddin was once accused of former wife&#39;s domestic violence",id,https://hot.detik.com/celeb/d-4460236/dekat-dengan-luna-maya-faisal-nasimuddin-pernah-dituding-kdrt-mantan-istri,09 Mar 2019,2019-03-09 20:49:00
Ortu Penganiaya Pelajar Tasikmalaya hingga Tewas Jadi Tersangka,Student of the Persecutor of Tasikmalaya to Death Being a Suspect,id,https://news.detik.com/berita-jawa-barat/d-4460211/ortu-penganiaya-pelajar-tasikmalaya-hingga-tewas-jadi-tersangka,09 Mar 2019,2019-03-09 20:06:00
Begal Sadis di Kendari Ini Ditangkap Saat Tidur,This sadistic sadness in Kendari was arrested while sleeping,id,https://news.detik.com/berita/d-4460131/begal-sadis-di-kendari-ini-ditangkap-saat-tidur,09 Mar 2019,2019-03-09 18:18:00
"Miris, Bocah SD Dicabuli Ayah Kandung dan Suami Tante Sejak 2016","Miris, Elementary School Boy Abused by Natural Father and Aunt Husband Since 2016",id,https://news.detik.com/berita/d-4460061/miris-bocah-sd-dicabuli-ayah-kandung-dan-suami-tante-sejak-2016,09 Mar 2019,2019-03-09 17:09:00
"Pura-pura Laporkan Istri Overdosis, Tukang Ojek Ini Ternyata Pembunuhnya","Pretending to Report Wife Overdose, This Ojek turns out to be the killer",id,https://news.detik.com/berita/d-4459989/pura-pura-laporkan-istri-overdosis-tukang-ojek-ini-ternyata-pembunuhnya,09 Mar 2019,2019-03-09 15:27:00
"Lika-liku Ustaz Jafar Umar Thalib, Rusak Rumah Warga Berujung Tahanan","Twists and turns Ustaz Jafar Umar Thalib, Broken House Residents Ended in Prisoners",id,https://news.detik.com/berita/d-4459925/lika-liku-ustaz-jafar-umar-thalib-rusak-rumah-warga-berujung-tahanan,09 Mar 2019,2019-03-09 13:59:00
Perempuan Muda Ungkap Alasan Tetap Setia pada Nicolas Maduro,Young Women Reveal Reasons to Remain Loyal to Nicolas Maduro,id,https://news.detik.com/bbc-world/d-4459812/perempuan-muda-ungkap-alasan-tetap-setia-pada-nicolas-maduro,09 Mar 2019,2019-03-09 12:43:00
Mayat Pria Bertato Ditemukan Mengapung di Sungai Rembang,The dead body of a tattooed man found floating in the Rembang river,id,https://news.detik.com/berita-jawa-tengah/d-4459743/mayat-pria-bertato-ditemukan-mengapung-di-sungai-rembang,09 Mar 2019,2019-03-09 11:33:00
Pemancing yang Hilang di Laut Kebumen Ditemukan Meninggal,Lost Anglers in the Kebumen Sea Found Dead,id,https://news.detik.com/berita-jawa-tengah/d-4459652/pemancing-yang-hilang-di-laut-kebumen-ditemukan-meninggal,09 Mar 2019,2019-03-09 10:19:00
Pesan Inspiratif Seleb Perempuan: Syukuri Apa Adanya Diri Kita,Female Celebrity Inspirational Message: Thank You for Yourself,id,https://www.haibunda.com/mom-life/d-4459642/pesan-inspiratif-seleb-perempuan-syukuri-apa-adanya-diri-kita,09 Mar 2019,2019-03-09 10:04:00
"Curi Motor buat Foya-foya, 4 Remaja di Makassar Dibekuk","Curi Motor for Spree, 4 Teenagers in Makassar arrested",id,https://news.detik.com/berita/d-4459615/curi-motor-buat-foya-foya-4-remaja-di-makassar-dibekuk,09 Mar 2019,2019-03-09 09:21:00
"Kasus Perusakan Rumah, Polisi Tahan Ustaz Jafar Umar Thalib","Home Destruction Case, Ustaz Police Jafar Umar Thalib",id,https://news.detik.com/berita/d-4459540/kasus-perusakan-rumah-polisi-tahan-ustaz-jafar-umar-thalib,09 Mar 2019,2019-03-09 08:02:00
Go-Life Kutuk Kekerasan Seksual Terhadap Mitra,Go-Life Curses Sexual Violence Against Partners,id,https://inet.detik.com/cyberlife/d-4459335/go-life-kutuk-kekerasan-seksual-terhadap-mitra,08 Mar 2019,2019-03-08 21:51:00
Komisi VIII Didesak Hapus Pasal Pemasangan Kontrasepsi Disabilitas di RUU P-KS,Commission VIII Is Urged to Delete Contraception Article on Disability in the P-KS Bill,id,https://news.detik.com/berita/d-4459181/komisi-viii-didesak-hapus-pasal-pemasangan-kontrasepsi-disabilitas-di-ruu-p-ks,08 Mar 2019,2019-03-08 19:40:00
Pendampingan Penting untuk Cegah Kekerasan Seks pada Anak Difabel,Important Assistance for Preventing Sexual Violence in Disabled Children,id,https://www.haibunda.com/aktivitas/d-4459190/pendampingan-penting-untuk-cegah-kekerasan-seks-pada-anak-difabel,08 Mar 2019,2019-03-08 19:37:00
"Khawatir Ejek Agama, Singapura Larang Konser Rock Watain","Worried about Ejecting Religion, Singapore Ban Watain Rock Concert",id,https://news.detik.com/bbc-world/d-4459133/khawatir-ejek-agama-singapura-larang-konser-rock-watain,08 Mar 2019,2019-03-08 19:14:00
"Bahas RUU Hapus Kekerasan Seksual, Komisi VIII DPR Gandeng Ahli Bahasa","Discussing the Bill on the Elimination of Sexual Violence, Commission VIII of the House of Representatives Cooperates with Language Experts",id,https://news.detik.com/berita/d-4459112/bahas-ruu-hapus-kekerasan-seksual-komisi-viii-dpr-gandeng-ahli-bahasa,08 Mar 2019,2019-03-08 18:37:00
Koalisi Perempuan Disabilitas Dukung RUU P-KS Cepat Disahkan,Women&#39;s Coalition for Disability Supports the P-KS Bill Quickly Enacted,id,https://news.detik.com/berita/d-4458781/koalisi-perempuan-disabilitas-dukung-ruu-p-ks-cepat-disahkan,08 Mar 2019,2019-03-08 15:33:00
"Marak Begal Payudara, Aktivis Perempuan Gelar Aksi Keprihatinan","Angry Begal Breast, Women Activists Hold Action Concerns",id,https://news.detik.com/berita-jawa-timur/d-4458696/marak-begal-payudara-aktivis-perempuan-gelar-aksi-keprihatinan,08 Mar 2019,2019-03-08 14:47:00
Massa Pendukung Jual Saham Bir Demo di Depan Gedung DPRD DKI,Mass Supporters Sell Demo Beer Shares in Front of DKI DPRD Building,id,https://news.detik.com/berita/d-4458630/massa-pendukung-jual-saham-bir-demo-di-depan-gedung-dprd-dki,08 Mar 2019,2019-03-08 14:12:00
Remaja 15 Tahun Asal Palestina Tewas Ditembak Tentara Israel di Gaza,15-year-old teenager from Palestine killed shot by Israeli soldiers in Gaza,id,https://news.detik.com/internasional/d-4458628/remaja-15-tahun-asal-palestina-tewas-ditembak-tentara-israel-di-gaza,08 Mar 2019,2019-03-08 14:05:00
Sesosok Mayat Pria Tanpa Busana Ditemukan di Pantai Larangan Tegal,A dead body of a man without clothes found on Larangan Tegal beach,id,https://news.detik.com/berita-jawa-tengah/d-4458559/sesosok-mayat-pria-tanpa-busana-ditemukan-di-pantai-larangan-tegal,08 Mar 2019,2019-03-08 13:28:00
"Divonis Bersalah Tutupi Skandal Seks Pastor, Kardinal Prancis Mundur","Sentenced Guilty of Covering the Pastor&#39;s Sex Scandal, French Cardinal Retreats",id,https://news.detik.com/internasional/d-4458514/divonis-bersalah-tutupi-skandal-seks-pastor-kardinal-prancis-mundur,08 Mar 2019,2019-03-08 13:15:00
"Di Tengah Kontroversi Prostitusi, Seungri 'BIGBANG' Putuskan Wamil","In the midst of the Prostitution Controversy, Seungri&#39;s &#39;BIGBANG&#39; Decides on Consignment",id,https://hot.detik.com/kpop/d-4458385/di-tengah-kontroversi-prostitusi-seungri-bigbang-putuskan-wamil,08 Mar 2019,2019-03-08 11:38:00
Pesan Inspiratif Istri Mensos di Hari Perempuan Internasional,Inspirational Message of Social Minister&#39;s Wife on International Women&#39;s Day,id,https://wolipop.detik.com/worklife/d-4458163/pesan-inspiratif-istri-mensos-di-hari-perempuan-internasional,08 Mar 2019,2019-03-08 09:05:00
Ica Tak Bernyawa di Kamar Hotel Tasikmalaya,Ica is lifeless in the Tasikmalaya Hotel Room,id,https://news.detik.com/berita-jawa-barat/d-4457886/ica-tak-bernyawa-di-kamar-hotel-tasikmalaya,07 Mar 2019,2019-03-07 20:57:00
Senator Arizona Akui Diperkosa Saat Masih Aktif di Militer AS,Arizona Senator Admits Raping While Still Active in the US Military,id,https://news.detik.com/internasional/d-4457491/senator-arizona-akui-diperkosa-saat-masih-aktif-di-militer-as,07 Mar 2019,2019-03-07 14:29:00
"Cabuli Anak Angkat, Nursaid Dihukum 15 Tahun dan Denda Rp 1 M","Cabuli adopted child, Nursaid sentenced to 15 years and fine of Rp.1 billion",id,https://news.detik.com/berita/d-4457405/cabuli-anak-angkat-nursaid-dihukum-15-tahun-dan-denda-rp-1-m,07 Mar 2019,2019-03-07 13:14:00
"Karena Ini, Raditya Dika Nggak Suka Mini Cooper","Because of this, Raditya Dika Doesn&#39;t Like Mini Cooper",id,https://oto.detik.com/profile/d-4457369/karena-ini-raditya-dika-nggak-suka-mini-cooper,07 Mar 2019,2019-03-07 12:50:00
"Tumpas Geng Motor, Polisi Sukabumi Intai Pelaku dan Gerebek Markas","Destroyed Gang Motorcycle, Sukabumi Police Detective and Guerrilla Headquarters",id,https://news.detik.com/berita-jawa-barat/d-4457149/tumpas-geng-motor-polisi-sukabumi-intai-pelaku-dan-gerebek-markas,07 Mar 2019,2019-03-07 09:25:00
"Ustaz Jafar Tersangka Perusakan Rumah, 2 Buah Samurai Diamankan","Ustaz Jafar Suspects of House Destruction, 2 Samurai Fruit Secured",id,https://news.detik.com/berita/d-4457078/ustaz-jafar-tersangka-perusakan-rumah-2-buah-samurai-diamankan,07 Mar 2019,2019-03-07 07:42:00
Janda Korban Perkosaan di India Melawan dan Bakar Pelaku,Widow of Victims of Rape in India Against and Burn Perpetrators,id,https://news.detik.com/internasional/d-4457021/janda-korban-perkosaan-di-india-melawan-dan-bakar-pelaku,07 Mar 2019,2019-03-07 02:45:00
Peran Komunitas Dinilai Penting dalam Pemberdayaan Perempuan Indonesia,The Role of Communities Is Important in Empowering Indonesian Women,id,https://news.detik.com/berita/d-4456933/peran-komunitas-dinilai-penting-dalam-pemberdayaan-perempuan-indonesia,06 Mar 2019,2019-03-06 22:15:00
Sara Djojo: RUU Penghapusan Kekerasan Seksual Baru akan Dibahas Mei 2019,Sara Djojo: Bill on the Elimination of New Sexual Violence to be Discussed in May 2019,id,https://news.detik.com/berita/d-4456830/sara-djojo-ruu-penghapusan-kekerasan-seksual-baru-akan-dibahas-mei-2019,06 Mar 2019,2019-03-06 20:56:00
"Jelang Nyepi, Polisi Fokuskan Pengamanan di Pelabuhan Ketapang","Jelang Nyepi, Police Focus on Security in Ketapang Port",id,https://news.detik.com/berita-jawa-timur/d-4456783/jelang-nyepi-polisi-fokuskan-pengamanan-di-pelabuhan-ketapang,06 Mar 2019,2019-03-06 20:05:00
Komnas Perempuan Rekomendasikan DPR Segera Sahkan RUU P-KS,The National Commission on Violence Against Women Recommends the DPR to Immediately Pass the P-KS Bill,id,https://news.detik.com/berita/d-4456766/komnas-perempuan-rekomendasikan-dpr-segera-sahkan-ruu-p-ks,06 Mar 2019,2019-03-06 19:55:00
Komnas Perempuan: Laporan Kekerasan Seksual Meningkat di 2018,National Commission on Women: Report on Sexual Violence Increases in 2018,id,https://news.detik.com/berita/d-4456709/komnas-perempuan-laporan-kekerasan-seksual-meningkat-di-2018,06 Mar 2019,2019-03-06 19:31:00
"Pukul Kekasihnya Disiarkan Live di Medsos, Musisi Afsel Diadili","Hit His Beloved Broadcast Live in Social Media, South African Musician Tried",id,https://news.detik.com/internasional/d-4456705/pukul-kekasihnya-disiarkan-live-di-medsos-musisi-afsel-diadili,06 Mar 2019,2019-03-06 19:28:00
Ponakan Prabowo: Film Dilan 1991 Ungkap Fakta Kekerasan Seksual,Ponakan Prabowo: Film Dilan 1991 Reveals the Facts of Sexual Violence,id,https://news.detik.com/berita/d-4456688/ponakan-prabowo-film-dilan-1991-ungkap-fakta-kekerasan-seksual,06 Mar 2019,2019-03-06 19:19:00
"Hercules Minta Bebas, Pengacara: Tak Ada Saksi Lihat Perusakan Lahan","Hercules Asks Free, Lawyer: No Witness See Land Destruction",id,https://news.detik.com/berita/d-4456568/hercules-minta-bebas-pengacara-tak-ada-saksi-lihat-perusakan-lahan,06 Mar 2019,2019-03-06 18:09:00
Hercules akan Bacakan Pleidoi di PN Jakbar,Hercules will recite the Pleido in West Jakarta District Court,id,https://news.detik.com/berita/d-4456248/hercules-akan-bacakan-pleidoi-di-pn-jakbar,06 Mar 2019,2019-03-06 15:38:00
"Perkosa Anak Tiri Usia Dini, Pria Purworejo Terancam 15 Tahun Bui","Perception of Early Stepchildren, Male Purworejo Threatened 15 Years Bui",id,https://news.detik.com/berita-jawa-tengah/d-4456235/perkosa-anak-tiri-usia-dini-pria-purworejo-terancam-15-tahun-bui,06 Mar 2019,2019-03-06 15:20:00
Kisah Si Bungsu yang Sering Mencuri,The story of the youngest who often stole,id,https://x.detik.com/detail/crimestory/20190306/Kisah-Si-Bungsu-yang-Sering-Mencuri/,06 Mar 2019,2019-03-06 14:09:00
Kapolda Metro Imbau Jajaran Gencarkan Patroli Siber Jelang Pemilu,The Metro Police Chief Invites the ranks to intensify Cyber Patrol Ahead of the Election,id,https://news.detik.com/berita/d-4456017/kapolda-metro-imbau-jajaran-gencarkan-patroli-siber-jelang-pemilu,06 Mar 2019,2019-03-06 13:21:00
"Tangan Pemuda Putus Ditebas, Polisi: Pelakunya Bukan Geng Motor","Hand of Broken Youth Cut Off, Police: The Actor Is Not a Motorcycle Gang",id,https://news.detik.com/berita-jawa-barat/d-4454752/tangan-pemuda-putus-ditebas-polisi-pelakunya-bukan-geng-motor,05 Mar 2019,2019-03-05 16:24:00
"Pengakuan DJ Verny Dihamili Denny Sumargo hingga KDRT, Asli atau Palsu?","Recognition of DJ Verny Impregnated by Denny Sumargo to Domestic Violence, Genuine or False?",id,https://hot.detik.com/celeb/d-4454715/pengakuan-dj-verny-dihamili-denny-sumargo-hingga-kdrt-asli-atau-palsu,05 Mar 2019,2019-03-05 16:06:00
"Jelang Nyepi, Menag: Rawat Semangat Kurangi Kekerasan dalam Beragama","Jelang Nyepi, Minister of Religion: Take Care of Spirit Reducing Violence in Religion",id,https://news.detik.com/berita/d-4454685/jelang-nyepi-menag-rawat-semangat-kurangi-kekerasan-dalam-beragama,05 Mar 2019,2019-03-05 15:50:00
Pemilu dan Perbaikan Kesetaraan Gender,Elections and Improvement of Gender Equality,id,https://news.detik.com/kolom/d-4454126/pemilu-dan-perbaikan-kesetaraan-gender,05 Mar 2019,2019-03-05 12:00:00
Juan Guaido Kembali ke Venezuela Meski Berisiko Ditangkap Pemerintah,Juan Guaido Returns to Venezuela Despite the Risk of being Arrested by the Government,id,https://news.detik.com/bbc-world/d-4453946/juan-guaido-kembali-ke-venezuela-meski-berisiko-ditangkap-pemerintah,05 Mar 2019,2019-03-05 10:13:00
