,notes,label
1568,"two drug suspect kill polic raid claveria town , misami orient provinc decemb 13 , 2018 . ",2
1569,"a villag chairman kill , son injur , unidentifi arm assail barangay tugal , midsayap town , cotabato provinc decemb 13 , 2018 . ",2
1570,13 decemb . a woman beaten rape group men banda area kibuya villag . ,2
1571,13 decemb . two tutsi member imbonerakur mutobo sever assault hutu motor bike driver refus move bike . the incid rais tension among ethnic group area . ,2
1572,13 decemb . the chief pounebanda son kill arm group . over 700 resid fled attack . ,2
1573,"13 decemb . four men abduct arm men lushesha ( coordin approxim base kivu secur map ) . the perpetr demand ransom . ( kidnap ransom eastern drc sometim carri former member arm group , often support militari offici receiv part profit ) . ",2
1574,"on decemb 13th , unidentifi arm group ( suspect form neighbour boma state ) attack women gather fruit akwai-deng villag athooc north counti ( coordin bor , jonglei state , use ) . two women kill , anoth wound . there clear motiv attack . ",2
1575,"on dec 13 , isra forc transfer palestinian man hospit sever beat hous abu shkheidim villag , northwest ramallah . ",2
1576,"on decemb 13 , dan na ambassagou militiamen kill dozen fulani civilian villag mora ( code ouro geprecis 2 ) . ",2
1577,13 decemb . a dead bodi head injuri discov ndurumu river buhiga bugenyuzi . ,2
1578,"13 decemb . imbonerakur assault taxi driver stop checkpoint busebwa ( coordin avail ) . the group accus driver , member frodebu , support gang . ",2
1579,13 decemb . arm militia beat chieftain all progress congress abakaliki . the victim injur . ,2
1580,"on decemb 13 , burkinab armi arrest displac father three son arab communiti return burkina faso sought refug . they arrest area boulikessi , corp father later found hospit djibo sign tortur , burkinab armi admit three son kept detent . ",2
1581,"13 decemb . a polic offic shot 17 year-old udp support mbuji mayi , crowd gather welcom tshisekedi . ",2
1582,13 decemb . soldier anr member kill three men secur forc rob victim near ramba . ,2
1583,a dead bodi discov . it unclear caus death . ,2
1584,"on decemb 12th , polic arrest two journalist harar , beat one truncheon . they releas without charg later day , although camera equip damag well confisc . ",2
1585,"on decemb 12th , arm gang motorbik rob businessman 30 million shill bukomero ( kiboga ) , shot wound civilian fled . ",2
1586,"on decemb 12 , polic guard shot dead two orthodox copt front church minya verbal fight erupt . ",2
1587,"on decemb 12 , villag malamba , palma district ( approx . coordin 7km north palma town use ) , attack suspect ahlu sunna wal jamaa milit . six peopl kill 14 hous burnt . ",2
1588,12 decemb . an islam shariah court run al shabaab milit al shabaab control town mubarak shabellaha hoos provinc sentenc three men death & execut fire squad . ,2
1589,12 decemb . an adc convoy came attack ibesh . two peopl shot other injur . ,2
1590,"12 decemb ( ) . an arm group open fire lawyer , ayah paul 's home buea . ",2
1591,"on decemb 11-12 , presum isg milit attack dawsahak camp area west tin abaw tabenkout-tissalaten ( respect code tin abaw tissalaten geoprecis 2 ) , kill least 42 individu wound 3 other , fatal split event , grassland also set blaze assail withdrew toward nigerien border . ",2
1592,"on dec 12 , high school teacher kidnap arm men umm al fahm . the teacher later found polic arrest expect . ",2
1593,"on dec 12 , alleg spi iraqi secur forc abduct kill is milit tabi area tarmiyah , vehicl burn . ",2
1594,"on decemb 12 , one person shot dead polic forc atasehir district istanbul , report obey stop warn . ",2
1595,"on decemb 12 , detain member hdp adana branch beaten prison guard adana kurkcul prison mumunlu , outskirt saricam district , deni strip search . ",2
1596,"militari forc syria execut former opposit rebel ( abu bahr other ) 1st brigad , accept reconcili agreement regim join rank , sidnaya militari prison damascus follow discoveri ammunit depot barzeh . this due fact one command led hand process barzeh regim . unidentifi number fatal code 10 . ",2
1597,"gunmen qsd uniform physic assault man al tabqa eastern ar-raqqa countrysid rob final run . it remain unclear whether man , work currenc transfer exchang , die result . ",2
1598,ypg arrest number civilian abdan southern al-hasakeh countrysid charg communic opposit rebel . ,2
1599,unidentifi gunmen shot kill 2 individu al bab eastern aleppo countrysid wound anoth . ,2
1600,"on 12 dec , bcl activist attack 15-20 bcl rival hammer sever injur baufal ( patiuakhali , baris ) faction disput . ",2
1601,"on 12 dec , dhaka citi bnp leader die raid plain cloth men vatara area dhaka citi . the men also tortur son . the polic deni incid . ",2
1602,"on 12 dec , hous upazila unit bnp joint secretari came attack kaliganj ( gazipur ) , leav three peopl injur . ",2
1603,"on 12 dec , 10-12 unidentifi assail fire shot set improvis bomb insid resid awami leagu leader dhukuria villag shialkol union ( sadar upazila , sirajganj ) . although victim hous , injuri report . al blame bnp violenc . ",2
1604,"on 12 decemb , former presid dugri gurdwara manag committe attack ludhiana ( ludhiana , punjab ) left serious injur group arm individu . polic suspect clash two group present former gurdwara leader , motiv unclear . a second individu also left injur . ",2
1605,"a drug suspect kill polic raid barangay san rafael 4 , noveleta town , cavit provinc decemb 12 , 2018 . ",2
1606,"a town councilor pdea 's drug list kill vigilante-styl attack unidentifi assail tubod town , surigao del nort provinc decemb 12 , 2018 . ",2
1607,"a drug suspect kill polic raid hous barangay pio del pilar , makati citi , metro manila decemb 12 , 2018 . ",2
1608,"a manobo tribal leader former member npa wound alleg member npa barangay san isidro , lianga town , surigao del sur provinc decemb 12 , 2018 . he critic npa suppos commit human right violat indigen peopl . ",2
1609,"on decemb 12 , polic colonel arrest alleg thief number associ tortur six day home colonel ndjamena , victim succumb wound decemb 21 , colonel subsequ arrest . ",2
1610,12 decemb . an arm group abduct man farm rutoboko kill near ( approx coordin base kivu secur tracker map ) ,2
1611,"on decemb 10 , presum katiba serma ( jnim ) abduct civilian nokara . ",2
1612,"12 decemb . three male burundian youth repatri rwandan border cross kanyaru due age . after cross militari station cendajuru , detain militari . they beaten question travel load onto snr vehicl . they seen heard sinc . ",2
1613,"on decemb 12 , dan na ambassagou militiamen kill seven fulani civilian villag kare ( gari ) . ",2
1614,"12 decemb . an arm group kidnap man hous fuko ( coordin approxim base kivu secur map ) . they demand ransom . ( kidnap ransom eastern drc sometim carri former member arm group , often support militari offici receiv part profit ) . ",2
1615,"on decemb 12 , unknown gunmen attack marketgo area toy , six kill six wound . ",2
1616,"12 decemb . upon fayulu 's arriv kalemi lamuka ralli , polic forc , support pprd youth , attack fayulu support . live ammunit use three fatal confirm ( sourc indic four ) . ",2
1617,"on 12 decemb 2018 , two men caught sex underag girl public whip 100 time author front dozen peopl sport stadium lhokseumaw citi , aceh provinc . ",2
1618,"on 12 dec 2018 , nyatura domi arrest tortur two women witchcraft charg kyahemba villag rutshuru territori . one victim succumb wound one kidnap attack . ",2
1619,"on decemb 11th , updf soldier kill four member famili okut villag ( coordin aloi sub-counti , lira , use ) , flee area . he later arrest militari intellig . ",2
1620,"11 decemb : in bench maji zone , surma ethnic militia attack threaten dizi ( maji ) ethnic group . they also block access nearest citi . no casualti report . exact locat woreda report ( gp 3 ) ",2
1621,"on decemb 11 , miando villag , 10 km away centr palma district ( approx . coordin northwest town use ) , attack suspect ahlu sunna wal jamaa milit . the attack burnt various hous , one kill . ",2
1622,11 decemb ( ) . arm men shot serious injur chairman nigerian union teacher gain dogo . ,2
1623,11 decemb . local clan militiaman kill civilian man maxaa district disput graze land . the motiv behind incid relat clan retali . ,2
1624,"on decemb 11th , gang attack unspecifi locat kegoy sub-counti ( vihiga counti ) , wound four peopl ( suffer head wound ) . there detail . ",2
1625,"on 11 dec 2018 , unidentifi gunmen shot kill man mambal villag beni territori . the bodi victim found river . ",2
1626,"on decemb 11-12 , presum isg milit attack dawsahak camp area west tin abaw tabenkout-tissalaten ( respect code tin abaw tissalaten geoprecis 2 ) , kill least 42 individu wound 3 other , fatal split event , grassland also set blaze assail withdrew toward nigerien border . ",2
1627,"on dec 11 , isra forc attack palestinian open fire bus . they later demolish home . ",2
1628,"on decemb 11 , person report shot dead polic forc conduct road control ergani district diyarbakir , disobey stop warn . ",2
1629,"as report decemb 11 , ten prison report beaten prison guard tokat t type prison outskirt central district . they also refus medic report prove physic attack . ",2
1630,"suspect pro-houthi fighter report kill father promin social figur bajil district hodeidah governor , western yemen , known critic houthi . they alleg stab death leav mosqu . ",2
1631,"pro-houthi forc kharif district amran governor , northwestern yemen , report kill man refus accept arbitr houthi leader . ",2
1632,"a child ( femal ) die injuri dhabah villag taizz governor , mawiyah district , report hit sniper bullet fire pro-hadi forc . ",2
1633,unidentifi assault civilian famili tal tuqan eastern idleb countrysid abduct 1 man daughter . no fatal report . ,2
1634,unidentifi gunmen shot kill former jaysh al thawra command accept reconcili agreement regim mzeireb northern dar ' countrysid . ,2
1635,"on dec 11 , jubo leagu leader receiv bullet injuri attack unidentifi assail karimpur ( sadar upazila , assum noakhali , chittagong ) . ",2
1636,"on 11 decemb 2018 , namhuu villag , loilen township , shan state , five peopl , ethnic pa-oh , shot kill rcss . three villag injur . the rcss claim shot villag attack deni report work togeth pmf ( matkyan ) . ",2
1637,"on 11 decemb , man dera layalpur patti jattan local beaten serious injur axe neighbor near ambala citi ( ambala , haryana ) disput land encroach . he die injuri 13th . ",2
1638,"on 11 decemb , dalit woman found rape beaten death field near daurala area meerut ( meerut , uttar pradesh ) . no detail motiv accus . ",2
1639,"on decemb 11 , group 7 person attack rural municip chief vandal hous banfikot local near musikot citi ( rukum district , rapti ) . ",2
1640,"on decemb 11 , unidentifi arm men report shot dead local tehsil councillor affili pti parti near swabi town ( swabi , kp ) . ",2
1641,"on decemb 11 , arm men noonari clan open fire vehicl two noonari men aijaz noonari area mehar ( dadu , sindh ) result 2 fatal , communal disput . ",2
1642,"on decemb 11 , local resid hous model villag eisa ghazi tehsil ( tehsil capit code ) ( haripur , kp ) assault polio team polio campaign villag . ",2
1643,"on decemb 11 , unidentifi arm men report shot dead gujranwala citi union councillor gujranwala citi ( gujranwala , punjab ) . ",2
1644,"a drug suspect kill polic raid barangay agusan , cagayan de oro provinc decemb 11 , 2018 . ",2
1645,"on 11 dec 2018 , near kampung danau melikin , sarawak , two member indonesian armi kidnap gunpoint , abus threaten kill five sarawakian harvest wood wong rangkai forest malaysian side border . the soldier accus steal indonesian wood releas famili member paid ransom . ",2
1646,11 decemb . polic assault man gihogazi refus pay debt . the offic later arrest . ,2
1647,11 decemb . soldier polic kill man injur one follow communal land disput chamishasha ( coordin approxim base kivu secur tracker ) . ,2
1648,"on 11 decemb 2018 , sharia law enforc offici public whip group men break islam law engag onlin gambl east aceh district , code capit idi rayeuk citi , east aceh district , aceh provinc . they receiv 7 11 strike front crowd outsid mosqu . ",2
1649,"on decemb 10 , unknown gunmen aboard motorbik assassin villag chief ikorchatan ( bellah ) communiti three son drougama . ",2
1650,"as report decemb 10 , polic offic tortur detaine giza led death . seven arrest . ",2
1651,"10 decemb : in borana zone , moyal town , liyu polic paramilitari kill one oromo wound 4 . ",2
1652,"on decemb 10 , villag malamba , 7km palma town ( approx . coordin north town use ) attack suspect ahlu sunna wal jamaa milit . one person kill three other kidnap . ",2
1653,"on decemb 10 , makanga area close ruvuma river , palma district ( approx . coordin use north town , close river ) , attack suspect ahlu sunna wal jamaa milit . three young men collect firewood chase , one behead . ",2
1654,"10 decemb . the adf attack oicha , kill two women eight men . ",2
1655,"on decemb 10 , villag nalyandel , around 20 km away palma ( approx . coordin northwest town use ) , attack suspect ahlu sunna wal jamaa milit . three peopl kill attack 15 hous burnt . ",2
1656,"10 decemb . an arm group motorbik attack malikawa ( coordin avail ) . twenty-two peopl kill , includ six burn aliv field . ",2
1657,"on decemb 10th , arm gang compris four men shot dead priest travel kikuyu town ( kiambu counti ) , stole donat made priest previous day . ",2
1658,"10 decemb . gunfir heard molyko , follow morn bodi found . no indic ident deceas perpetr ( code vac pend detail ) ",2
1659,"on decemb 10th , lone gunman shot kill paramount chief ajak kuac counti ( warrap state ) unspecifi locat counti . secur personnel deploy calm situat , attack arrest . ",2
1660,"10 decemb . a lra group attack ketesia ( coordin avail ) obo , haut mbomou . the group loot suppli abduct two children . most villag fled bush . ",2
1661,"10 decemb : in east hararg zone , chinaksen woreda , liyu polic paramilitari cross border kill 4 oromo wound 4 other . ",2
1662,"on decemb 10 , islam state milit kill person report work egyptian intellig north sinai [ code al arish geo precis 3 ] . ",2
1663,pro-houthi forc report injur number citizen small arm fire near al hodeidah univers alleg start fire indiscrimin neighbourhood . ,2
1664,"a woman report injur small arm fire unknown origin at tawr villag marawiah district , east hodeidah citi , western yemen . it unclear fire part clash . ",2
1665,"unidentifi gunmen report kill houthi-appoint director educ offic dhamar , abdulkarim al-habsi , leav hous citi . sourc indic could kill houthi director governor , fadhil al-mashreqi , follow disput two men . ",2
1666,"1 citizen report kill small arm fire unidentifi gunmen buruj area , west al qatn citi hadramawt governor . ",2
1667,1 citizen report injur small arm fire unidentifi gunmen unknown circumst citi ibb . ,2
1668,"2 citizen report kill unidentifi gunmen motorcycl al hadbah area udayn district , ibb governor . ",2
1669,hts arrest hama medic manag medic staff kafr nobol alleg treat nation liber front fighter . ,2
1670,ypg arrest unknown number civilian countrysid quamish al-hasakeh previous involv revolutionari activ . ,2
1671,an unidentifi arm group kidnap assault elder woman al bab aleppo . the woman later found unconsci batter . ,2
1672,an unidentifi arm group shot kill civilian abduct majdaliya southern countrysid idleb famili fail pay ransom . ,2
1673,"on 10 dec , swechchhasebak leagu leader ( asadul islam ershad ) went miss ramnathpur villag ( ishwardi upazila , pabna ) . his strangl bodi found 12 dec near muladuli sugarcan farm upazila . suspect incid polit violenc . ",2
1674,"on decemb 10 , cpi-m intercept convoy earthmov tractor return road construct project murpa dabari villag saryu-garu area ( latehar , jharkhand ) . they assault driver , cleaner worker , burnt vehicl . ",2
1675,"on decemb 10 , communist parti india-maoist ( cpi-maoist ) cadr kill tendu patta ( leav tobacco plant ) supervisor slit throat near khobramenda villag ( gadchiroli , maharashtra ) . maoist left behind pamphlet claim victim polic inform . ",2
1676,"on decemb 10 , fort mumbai ( mumbai-c , maha ) , unidentifi actor attack lawyer oppos reserv maratha communiti outsid bombay high court . ",2
1677,10 decemb . imbonerakur assault frolina member busembwa ( coordin avail ) polit arguement . ,2
1678,10 decemb . imbonerakur beat-up six fnl-rwasa support mura . the attack threaten victim go exil join cndd-fdd . ,2
1679,10 decemb . ambazonian separatist kill femal faculti member belo technic school . she accus provid inform militari . ,2
1680,10 decemb . mayi mayi ebu ela attack two msf vehicl . they kidnap five peopl loot good . ,2
1681,"around earli decemb , arm cattl herder jonglei state harrass tortur villag well loot civilian , accord counti commission nyepo . the herder appear set camp rodo , nyepo counti ( central equatoria , approx coordin use base humanitarian map ) . there detail inform casualti . ",2
1682,10 decemb . soldier polic kill three men lijiw mine site muhangu ( coordin approxim ; base kivu secur tracker map ) . ,2
1683,"on decemb 10 , gprn/nscn kilons ( senior minist ) along nine ten cadr arm beat villag bamboo stick burn 18 hous sangtamtilla villag ( dimapur , nagaland ) . ",2
1684,"on decemb 9th , park ranger shot dead man gather firewood unspecifi locat mt engon nation park ( coordin bumbo , namisindwa , base villg victim , use prec 2 ) . circums unclear . a similar incid occur month prior . the ranger detain . ",2
1685,"on decemb 9th , herder shot dead farmer villag kidinir west malam ( coordin malam , south darfur , use ) . the herder trespass land . ",2
1686,"on decemb 9 , report islam state milit execut six hostag taken previous attack . ",2
1687,09 decemb . a local fnl-rwasa member beaten serious injur imbonerakur ,2
1688,09 decemb . an imbonerakur sever beaten polic offic matana commune . the offic got fire incid . ,2
1689,"09 decemb . david ayel , apc candid obi abduct unknown men lafia . the perpetr told offer n 3million kill . the group later releas famili paid ransom . ",2
1690,"09 decemb : in east welega zone , haro limu woreda , arm group benishangul gumuz attack oromo peopl . they captur one farmer kill hour later ",2
1691,"09 decemb : in sheka zone , yeki woreda , unidentifi ethnic arm group attack civilian . no casulati report ",2
1692,09 decemb : suspect as milit kill well-known tax offici ex-control cp ex-control afgoy dharkenley district . ,2
1693,09 decemb . as fighter destroy wagon transport commod dinsoor prohibit deliveri commerci good town . cattl owner escap cattl kill . ,2
1694,09 decemb . as attack kill famous clan elder waberi district . the clan elder elector deleg particip elect south west state . ,2
1695,"on decemb 9th , three femal farmer attack herder thire farm around umgai ( north darfur , approxim coordin use 20km east tabit ) . there detail . ",2
1696,09 decemb . a man iss mohamoud clan stab kill anoth man hail reer biciidyahan sub clan unspecifi reason near main enji market garow town centr . ,2
1697,"on dec 9 , elder palestinian man run settler critic injur entranc nilin . there inform releas whether incid intent , mani attack past natur . ",2
1698,"non-viol activ : on dec 9 , isra forc open fire palestinian fishermen coast rafah khan yuni southern gaza . the fishermen report allow fish zone forc return shore . ",2
1699,"on dec 9 , isra forc station kissufim militari site east al qarrara southern gaza open fire palestinian shepherd , work land . no injuri report . ",2
1700,"on dec 9 , drive-bi shoot unidentifi gunmen wound sever isra bus stop near ofra settlement west bank . 7 peopl hospit . one woman pregnant gave birth prematur babi later pass away . hama later claim one attack one fighter . ",2
1701,"on dec 9 , general union municip worker hous threaten begin strike protest recurr houthi violenc member . the statement said latest episod took place checkpoint front lebanes univers southern sanaa give specif regard date . ",2
1702,"pro-houthi forc report assault citizen beat wadi ahmad neighbourhood bani al harith district , capit sanaa , arrest criticis houthi ' handl econom situat accus corrupt . ",2
1703,ypg arrest two civilian ( brother ) al-honwa al-kabira villag countrysid quamish al-hasakeh alleg contact free syrian armi . ,2
1704,ypg raid civilian resid al-qare villag eastern countrysid tal hmis al-hasakeh arrest civilian . reason arrest known . ,2
1705,an unidentifi arm group shot kill woman injur man saraqab countrysid idleb ,2
1706,"on decemb 9 , congress leader attack hous vandal suspect bjp support amarpur area ( gomati , tripura ) . the opposit parti accus rule bjp attack prevent fill nomin urban local bodi schedul decemb 27 . ",2
1707,"on decemb 9 , , hyderabad citi ( hyderabad , telangana ) , group bjp activist assault majli bachao tehreek ( mbt ) leader restaur unknown reason . the extent injuri specifi . ",2
1708,"on decemb 9 , bjp worker shot dead suspect tmc worker saraswati ganj villag kaksha area ( west burdwan , west bengal ) , return home attend booth meet . he attack group motorcyclist , anoth worker also injur . ",2
1709,"on decemb 9 , mob attack poll offici bdo chief fatehpur lower primari school fatepur villag ( karimganj , assam ) , tri stop captur booth , panchayat elect . the men arm cane sharp weapon , beaten bdo chief , later admit hospit injuri . ",2
1710,"on decemb 9 , chandrani mal villag dindori tehsil ( dindori , mp ) , group villag attack kill farmer properti disput . ",2
1711,"on decemb 9 , coimbator citi ( coimbator , tn ) , unidentifi arm actor attack office-bear bjp machet unknown reason , leav bjp member serious injur . ",2
1712,"on decemb 9 , teacher assault suspect bjp support hrishyamukh area ( south tripura , tripura ) . the reason behind attack report , howev , opposit parti accus rule bjp attack ahead local poll decemb 27 . ",2
1713,"on decemb 9 , tmc worker shot dead unidentifi arm men near home hatpukuria villag canning polic station area ( south 24 pargana , west bengal ) . ",2
1714,"on decemb 9 , adivasi communiti report shot dead doranda area ranchi citi ( ranchi , jharkhand ) . he known cover adivasi communiti 's resist abus exploit local author businessmen . the report without border ( rsf ) call independ investig . ",2
1715,"09 decemb . an unidentifi group kidnap two men near nkanguli ( coordin approxim base sourc map ) . the perpetr demand ransom ( kidnap ransom eastern drc sometim carri former member arm group , support militari offici receiv part profit ) . ",2
1716,a dead bodi discov . it unclear caus death . ,2
1717,"on decemb 8th , four teenag schoolgirl uk sexual assault along teacher gunman , unspecifi locat greater accra area . a local secur guard attempt interven , shot gunman , serious wound . the schoolgirl teacher return uk , treat hospit . the event disaggreg vac battl event . ",2
1718,08 decemb . a man assassin main market area bossaso . the assail escap scene incid . ,2
1719,"on decemb 8 , unknown gunmen attack civilian vehicl area absek road agadez zinder , driver kill attack vehicl seiz assail . ",2
1720,"on decemb 8th , slm/a-nur forc accus `` militamen '' ( code rsf paramilitari ) kill 16 villag unspecifi locat southern jebel marrah ( central darfur ) . the attack also loot properti livestock . ",2
1721,08 decemb . kuluna attack alain shekomba 's ( independ presidenti candid ) campaign convoy entranc matadi . campaign materi stolen member campaign injur . ,2
1722,"08 decemb . unidentifi arm men abduct 12 univers bamenda student . they later releas video student urg other attend school . the ambazonian separatist known opposit educ system , view extens francophon govern . the student later releas . howev , statement issu governor indic crimin gang seek ransom respons . ",2
1723,08 decemb . a member fnl rwasa rango beaten imbonerakur injur . the victim sent gasenyi health center . ,2
1724,"on decemb 8 , obigbo town , unidentifi actor attack apc youth leader apc leader tri prevent person destroy apc bill board hous rep candid . ",2
1725,"08 decemb 2018 : borena woreda zone , moyal town , liyu polic attack ethio-telecom worker . sever peopl kill wound . unknown fatal code 10 ",2
1726,regim sniper shot injur man outskirt madiq casl hama . no fatal report . ,2
1727,"an unidentifi arm group shot kill civilian , medic jneineh villag , vicin ma'arrat an nu'man idleb . his car stolen attack . ",2
1728,"on dec 8 , palestinian man want palestinian author sell land jew shot death palestinian town israel jaljuliya . the man origin west bank , gain resid israel marriag wife . it clear shot . ",2
1729,a houthi soldier shot dead man yarim . a second man later arrest . motiv violenc unclear . ,2
1730,a young civilian man drive motorcycl shot kill houthi sniper near al-rawdah neighborhood taiz citi . ,2
1731,"on decemb 8 , man shot dead unit nation liber front member thangmeiband area imphal citi ( imphal west , manipur ) . the man surrend cadr kangleipak communist parti ( kcp - lamphel faction ) . ",2
1732,"unidentifi gunmen report assault worker al ghayda district mahrah governor , eastern yemen , subsequ loot shop . similar attack took place throughout day . local sourc hint perpetr militia loyal mahrah governor rajah bakrit , act impun . ",2
1733,"on dec 8 , support rival bnp candid fire total seven bullet bnp 's munshiganj candid former deputi prime minist shah moazzem hossain 's car kuchiamora area sirajdikhan upazila . ",2
1734,"on 8 decemb , dalit youth assault iron rod lathi , unidentifi individu sriganganagar ( fazilka , punjab ) disput mobil phone . the youth sever injur die hospit 11 dec . ",2
1735,"on decemb 8 , unidentifi arm men open fire senior journalist 's car g-8 sector islamabad citi ( islamabad , feder capit territori ) . no injuri fatal report . ",2
1736,"on decemb 8 , polic personnel alleg tortur two brother murder victim sanda ravi town ( lahor , punjab ) interrog murder sister . ",2
1737,"on decemb 8 , four polic personnel alleg kill local jhok utra town ( dera ghazi khan , punjab ) raid . ",2
1738,"on around decemb 8th , two gunmen ride motorcycl shot shopkeep dokolo ( lira district ) , fled scene without steal shop . ",2
1739,"on decemb 8th , unknown gunmen shot dead businessman outskirt rukungiri ( close border buhunga sub-counti ; coordin rakungiri use ) . the attack allow passeng driver motorcycl taxi ride escap . ",2
1740,"08 decemb ( around ) . suspect fdlr member kidnap two civilian kibirizi . the perpetr demand ransom famili . two week later , famili receiv news abducte kill despit pay ransom . ",2
1741,"08 decemb . a puntland policeman deeq muse cise `` dooroqoosh '' fire radio daljir director ahm tallman garow , uninjur describ attempt assassin . ",2
1742,"on decemb 7th , farmer attack herder way kutum ( north darfur ) , two farmer wound . a secur forc ( code polic ) arrest seven farmer approach kutum , releas follow day paid bail . ",2
1743,"on decemb 7 , report homosexu man subject murder attempt sever beaten stab , aggressor arrest subsequ releas court hear . ",2
1744,"07 decemb . boko haram attack villag 10 km zigagu , kill chief villag nephew . ",2
1745,"on decemb 7 , two polic offic open fire kill 14 year old girl luanda . they interven activ local zungueira , open fire order establish order , one shot hit girl pass area . ",2
1746,07 decemb . sla offic shot vehicl transport passeng vicin canjiid villag driver refus stop cp . there report injuri . ,2
1747,07 decemb ( ) . ambazonian separatist abduct fon nso two son . they tortur men later kill two son . the fon later freed . ,2
1748,"the undersecretari ministri higher educ scientif research injur drive-bi shoot shabaat area khawr maksur , aden , unidentifi gunmen . ",2
1749,an anti-houthi newspap accus houthi soldier kidnap rape girl madhbah area sana ' . ,2
1750,"a young girl kidnap , rape , kill ibb provinc suspect al-houthi militiamen . ",2
1751,a displac civilian baqim district sadah shot kill houthi supervisor sahar district disagr money aros . a second civilian also wound . ,2
1752,"on decemb 7 , hyderabad citi ( hyderabad , telangana ) , unidentifi actor attack congress leader car damag poll citi . telangana legisl assembl elect held 7 decemb . ",2
1753,"on decemb 7 , kalwakurthi town ( nagarkurnool , telangana ) , unidentifi actor attack congress leader poll citi , leav congress leader hospit . telangana legisl assembl elect held 7 decemb . ",2
1754,"on decemb 7 , tandur citi ( vikarabad , telangana ) , unidentifi actor attack congress leader poll citi . telangana legisl assembl elect held 7 decemb . ",2
1755,"as report 7 decemb , vellatur villag huzurnagar tehsil ( suryapet , telangana ) , trs support attack offici poll booth forc old age disabl voter cast vote parti . telangana legisl assembl elect held 7 decemb . ",2
1756,"on decemb 7 , unidentifi arm men open fire janikhel wazir area ( bannu , kp ) kill former taliban command serious injur friend . ",2
1757,"two drug suspect kill polic raid barangay 28 , cavit citi , cavit provinc decemb 7 , 2018 . ",2
1758,"two drug suspect kill polic raid mandau citi , cebu provinc decemb 7 , 2018 . ",2
1759,"a drug suspect wound joint oper polic offic pdea agent barangay rosari height , cotabato citi , maguindanao provinc decemb 7 , 2018 . ",2
1760,"on 7 dec , union parishad member sever injur die later hospit attack polit rival al arm iron rod stick basabari villag gouripur upazila ( mymensingh ) establish supremaci area . ",2
1761,"on decemb 7 , tmc councillor 's husband support open fire hurl stone bomb resid promoter-turned-congress leader , shibpur area howrah citi ( howrah , west bengal ) . there report injuri . the victim attack disput sever land deed snatch local . ",2
1762,"on decemb 7 , maregaon villag babai chichali tehsil ( narsinghpur , mp ) , group villag set ablaz nine-year old daughter woman involv properti disput , leav girl serious injur . ",2
1763,"on decemb 7 , unknown gunmen attack credit union peni , four civilian gunshot wound includ two sever , assail seiz cash . ",2
1764,"on decemb 7 , prison bandirma t type prison outskirt bandirma district , balikesir report beaten prison guard . ",2
1765,"decemb 7 . roman cathol priest detain arm ambazonian seperatist , call `` amba boy '' , road near buea . the priest releas day . ",2
1766,07 decemb . an arm group ambush four men woman 8 km outsid niangara . four civilian injur . some suspect pastoralist respons attack anti-peuhl tension risen within communiti . ,2
1767,"on decemb 6th , unknown group attack passeng vehicl area ajak kuac ( warrap state ) , kill two serious wound seven other . there detail . ",2
1768,06 decemb . the adf attack civilian mangoliken ( one sourc indic mayangos ) machet went field . twelv peopl kill ( sourc report 13 ) . ,2
1769,"06 decemb . the adf kill five peopl paida ( sourc indic occur rwangoma ) , includ least one woman one child . ",2
1770,"on around decemb 6th , two local govern offici ambush kill suspect raider west pokot , travel kapelbok ( turkana , coordin use ) nakwamoru . ",2
1771,"on decemb 6 , bambara militiamen kill six member fulani communiti kelesser . ",2
1772,"on decemb 6 , bambara militiamen attack villag mamba , kill seven member fulani communiti . ",2
1773,"06 decemb . follow rule court land disput , arm group anfani communiti , assist member emikpan communiti , attack group gaba communiti member went survey land ( indic located/occur ) . eight peopl kill . secur forc deploy area . ",2
1774,"06 decemb . boko haram attack group 20 femal idp collect firewood outsid ngala . they kill one shuwa woman , flog kanuri woman . they also shave women 's head . ",2
1775,06 decemb . unidentifi arm men kill civilian injur anoth doofaray area ( c. 02 km south west goobweyn villag . ) motiv unknown . ,2
1776,"06 decemb . arm men suspectedto either as isi element , kill male youth , alleg govern civil servant howlwadaag district . ",2
1777,"on decemb 6th , farmer shot two herder abul area heiban local ( south kordofan , coordin jabal abul use prec 2 ) , kill one wound , accus herder allow cattl graze land . the farmer arrest . ",2
1778,"asayish secur forc arrest three individu equip mine tri plant ein issa area , alleg behest turkey . ",2
1779,qsd forc arrest two peopl town hunaida charg work syrian regim . ,2
1780,an unidentifi arm group target vehicl belong member deir-ez-zor civil council sweidan jazira area deir-ez-zor . the attack result wound unknown number peopl . ,2
1781,"on dec 6 , hous mukhtar hit citi , west ramadi ( raad al-jamili ) raid kill son also tmf fighter . ",2
1782,"on decemb 6 , kalep villag keshkal tehsil ( bastar , chhattisgarh ) , naxal kill former maoist militia member turn polic inform . ",2
1783,"on dec 6 , accus case burn hous financ minist capt abhimanyu violent agit grant reserv jat februari 2016 , found murder kathmandi area town ( rohtak , haryana ) unidentfi men . ",2
1784,"an imam known promot peac kill unidentifi assail public market baguio citi , benguet provinc decemb 6 , 2018 . ",2
1785,"a drug suspect kill polic raid barangay maytalang , lumban town , laguna provinc decemb 6 , 2018 . ",2
